Room Type,Style Name,Full Name,Popularity,Image Status,Image URL
master-bedroom,Cottagecore,Cottagecore Master Bedroom,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-master-bedroom-cottagecore.png
master-bedroom,Modern,Modern Minimalist Master Bedroom,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-master-bedroom-modern-minimalist.png
master-bedroom,Coastal,Coastal Master Bedroom,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-master-bedroom-coastal.png
master-bedroom,Grandmillennial,Grandmillennial Master Bedroom,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-master-bedroom-grandmillennial.png
master-bedroom,Bohemian,Bohemian Master Bedroom,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-master-bedroom-bohemian.png
master-bedroom,Contemporary,Contemporary Master Bedroom,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-master-bedroom-contemporary.png
master-bedroom,Transitional,Transitional Master Bedroom,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-master-bedroom-transitional.png
master-bedroom,Nordic,Nordic Light Master Bedroom,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-master-bedroom-nordic-light.png
master-bedroom,Parisian,Parisian Chic Master Bedroom,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-master-bedroom-parisian-chic.png
master-bedroom,Zen,Zen Minimalism Master Bedroom,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-master-bedroom-zen-minimalism.png
master-bedroom,Traditional,Traditional Master Bedroom,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-master-bedroom-traditional.png
master-bedroom,Natural,Natural Biophilic Master Bedroom,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-master-bedroom-natural-biophilic.png
master-bedroom,Modern,Modern Luxury Master Bedroom,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-master-bedroom-modern-luxury.png
master-bedroom,Boutique,Boutique Hotel Master Bedroom,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-master-bedroom-boutique-hotel.png
master-bedroom,Resort,Resort Style Master Bedroom,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-master-bedroom-resort-style.png
master-bedroom,Tropical,Tropical Master Bedroom,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-master-bedroom-tropical.png
mudroom-entryway,Scandinavian,Scandinavian Mudroom Entryway,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-mudroom-entryway-scandinavian.png
mudroom-entryway,Modern,Modern Farmhouse Mudroom Entryway,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-mudroom-entryway-modern-farmhouse.png
mudroom-entryway,Modern,Modern Minimalist Mudroom Entryway,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-mudroom-entryway-modern-minimalist.png
mudroom-entryway,Coastal,Coastal Mudroom Entryway,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-mudroom-entryway-coastal.png
mudroom-entryway,Contemporary,Contemporary Mudroom Entryway,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-mudroom-entryway-contemporary.png
mudroom-entryway,Transitional,Transitional Mudroom Entryway,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-mudroom-entryway-transitional.png
mudroom-entryway,Industrial,Industrial Loft Mudroom Entryway,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-mudroom-entryway-industrial-loft.png
mudroom-entryway,Traditional,Traditional Mudroom Entryway,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-mudroom-entryway-traditional.png
music-room,Scandinavian,Scandinavian Music Room,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-music-room-scandinavian.png
music-room,Maximalist,Maximalist Music Room,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-music-room-maximalist.png
music-room,Modern,Modern Minimalist Music Room,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-music-room-modern-minimalist.png
music-room,Mid-Century,Mid-Century Modern Music Room,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-music-room-mid-century-modern.png
music-room,Bohemian,Bohemian Music Room,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-music-room-bohemian.png
music-room,Contemporary,Contemporary Music Room,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-music-room-contemporary.png
music-room,Eclectic,Eclectic Music Room,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-music-room-eclectic.png
music-room,Industrial,Industrial Loft Music Room,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-music-room-industrial-loft.png
music-room,Urban,Urban Modern Music Room,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-music-room-urban-modern.png
music-room,Art,Art Gallery Music Room,low,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-music-room-art-gallery.png
nursery,Latte,Latte / Creamy Style Nursery,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-nursery-latte-creamy-style.png
nursery,Organic,Organic Modern Nursery,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-nursery-organic-modern.png
nursery,Warm,Warm Minimalism Nursery,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-nursery-warm-minimalism.png
nursery,Scandinavian,Scandinavian Nursery,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-nursery-scandinavian.png
nursery,Cottagecore,Cottagecore Nursery,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-nursery-cottagecore.png
nursery,Modern,Modern Minimalist Nursery,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-nursery-modern-minimalist.png
nursery,Coastal,Coastal Nursery,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-nursery-coastal.png
nursery,Contemporary,Contemporary Nursery,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-nursery-contemporary.png
nursery,Nordic,Nordic Light Nursery,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-nursery-nordic-light.png
nursery,Natural,Natural Biophilic Nursery,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-nursery-natural-biophilic.png
pantry,Scandinavian,Scandinavian Pantry,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-pantry-scandinavian.png
pantry,Modern,Modern Farmhouse Pantry,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-pantry-modern-farmhouse.png
pantry,Modern,Modern Minimalist Pantry,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-pantry-modern-minimalist.png
pantry,Coastal,Coastal Pantry,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-pantry-coastal.png
pantry,Contemporary,Contemporary Pantry,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-pantry-contemporary.png
pantry,Transitional,Transitional Pantry,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-pantry-transitional.png
pantry,Traditional,Traditional Pantry,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-pantry-traditional.png
pantry,English,English Country Pantry,low,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-pantry-english-country.png
powder-room,Maximalist,Maximalist Powder Room,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-powder-room-maximalist.png
powder-room,Coastal,Coastal Powder Room,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-powder-room-coastal.png
powder-room,Grandmillennial,Grandmillennial Powder Room,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-powder-room-grandmillennial.png
powder-room,Bohemian,Bohemian Powder Room,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-powder-room-bohemian.png
powder-room,Contemporary,Contemporary Powder Room,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-powder-room-contemporary.png
powder-room,Art,Art Deco Powder Room,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-powder-room-art-deco.png
powder-room,Parisian,Parisian Chic Powder Room,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-powder-room-parisian-chic.png
powder-room,Modern,Modern Luxury Powder Room,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-powder-room-modern-luxury.png
powder-room,Mediterranean,Mediterranean Powder Room,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-powder-room-mediterranean.png
powder-room,Hollywood,Hollywood Regency Powder Room,low,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-powder-room-hollywood-regency.png
staircase,Scandinavian,Scandinavian Staircase,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-staircase-scandinavian.png
staircase,Modern,Modern Minimalist Staircase,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-staircase-modern-minimalist.png
staircase,Mid-Century,Mid-Century Modern Staircase,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-staircase-mid-century-modern.png
staircase,Contemporary,Contemporary Staircase,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-staircase-contemporary.png
staircase,Art,Art Deco Staircase,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-staircase-art-deco.png
staircase,Transitional,Transitional Staircase,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-staircase-transitional.png
staircase,Parisian,Parisian Chic Staircase,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-staircase-parisian-chic.png
staircase,Industrial,Industrial Loft Staircase,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-staircase-industrial-loft.png
staircase,Traditional,Traditional Staircase,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-staircase-traditional.png
staircase,Modern,Modern Luxury Staircase,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-staircase-modern-luxury.png
study-library,Quiet,Quiet Luxury Study Library,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-study-library-quiet-luxury.png
study-library,Modern,Modern Minimalist Study Library,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-study-library-modern-minimalist.png
study-library,Mid-Century,Mid-Century Modern Study Library,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-study-library-mid-century-modern.png
study-library,Grandmillennial,Grandmillennial Study Library,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-study-library-grandmillennial.png
study-library,Contemporary,Contemporary Study Library,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-study-library-contemporary.png
study-library,Transitional,Transitional Study Library,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-study-library-transitional.png
study-library,Parisian,Parisian Chic Study Library,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-study-library-parisian-chic.png
study-library,Industrial,Industrial Loft Study Library,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-study-library-industrial-loft.png
study-library,Traditional,Traditional Study Library,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-study-library-traditional.png
study-library,Victorian,Victorian Modern Study Library,low,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-study-library-victorian-modern.png
study-library,Art,Art Gallery Study Library,low,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-study-library-art-gallery.png
study-library,English,English Country Study Library,low,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-study-library-english-country.png
sunroom-conservatory,Organic,Organic Modern Sunroom Conservatory,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-sunroom-conservatory-organic-modern.png
sunroom-conservatory,Scandinavian,Scandinavian Sunroom Conservatory,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-sunroom-conservatory-scandinavian.png
sunroom-conservatory,Cottagecore,Cottagecore Sunroom Conservatory,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-sunroom-conservatory-cottagecore.png
sunroom-conservatory,Modern,Modern Farmhouse Sunroom Conservatory,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-sunroom-conservatory-modern-farmhouse.png
sunroom-conservatory,Coastal,Coastal Sunroom Conservatory,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-sunroom-conservatory-coastal.png
sunroom-conservatory,Bohemian,Bohemian Sunroom Conservatory,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-sunroom-conservatory-bohemian.png
sunroom-conservatory,Contemporary,Contemporary Sunroom Conservatory,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-sunroom-conservatory-contemporary.png
sunroom-conservatory,Natural,Natural Biophilic Sunroom Conservatory,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-sunroom-conservatory-natural-biophilic.png
sunroom-conservatory,Resort,Resort Style Sunroom Conservatory,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-sunroom-conservatory-resort-style.png
sunroom-conservatory,Tropical,Tropical Sunroom Conservatory,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-sunroom-conservatory-tropical.png
sunroom-conservatory,Mediterranean,Mediterranean Sunroom Conservatory,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-sunroom-conservatory-mediterranean.png
sunroom-conservatory,English,English Country Sunroom Conservatory,low,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-sunroom-conservatory-english-country.png
teen-room,Dopamine,Dopamine Decor Teen Room,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-teen-room-dopamine-decor.png
teen-room,Scandinavian,Scandinavian Teen Room,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-teen-room-scandinavian.png
teen-room,Maximalist,Maximalist Teen Room,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-teen-room-maximalist.png
teen-room,Modern,Modern Minimalist Teen Room,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-teen-room-modern-minimalist.png
teen-room,Bohemian,Bohemian Teen Room,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-teen-room-bohemian.png
teen-room,Contemporary,Contemporary Teen Room,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-teen-room-contemporary.png
teen-room,Eclectic,Eclectic Teen Room,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-teen-room-eclectic.png
teen-room,Industrial,Industrial Loft Teen Room,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-teen-room-industrial-loft.png
teen-room,Retro,Retro Vintage Teen Room,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-teen-room-retro-vintage.png
teen-room,Colorful,Colorful Contemporary Teen Room,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-teen-room-colorful-contemporary.png
teen-room,Urban,Urban Modern Teen Room,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-teen-room-urban-modern.png
teen-room,Memphis,Memphis Design Teen Room,low,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-teen-room-memphis-design.png
walk-in-closet,Quiet,Quiet Luxury Walk In Closet,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-walk-in-closet-quiet-luxury.png
walk-in-closet,Scandinavian,Scandinavian Walk In Closet,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-walk-in-closet-scandinavian.png
walk-in-closet,Modern,Modern Minimalist Walk In Closet,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-walk-in-closet-modern-minimalist.png
walk-in-closet,Contemporary,Contemporary Walk In Closet,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-walk-in-closet-contemporary.png
walk-in-closet,Art,Art Deco Walk In Closet,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-walk-in-closet-art-deco.png
walk-in-closet,Transitional,Transitional Walk In Closet,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-walk-in-closet-transitional.png
walk-in-closet,Parisian,Parisian Chic Walk In Closet,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-walk-in-closet-parisian-chic.png
walk-in-closet,Modern,Modern Luxury Walk In Closet,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-walk-in-closet-modern-luxury.png
walk-in-closet,Boutique,Boutique Hotel Walk In Closet,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-walk-in-closet-boutique-hotel.png
walk-in-closet,Hollywood,Hollywood Regency Walk In Closet,low,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-walk-in-closet-hollywood-regency.png
yoga-meditation-room,Organic,Organic Modern Yoga Meditation Room,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-yoga-meditation-room-organic-modern.png
yoga-meditation-room,Warm,Warm Minimalism Yoga Meditation Room,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-yoga-meditation-room-warm-minimalism.png
yoga-meditation-room,Scandinavian,Scandinavian Yoga Meditation Room,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-yoga-meditation-room-scandinavian.png
yoga-meditation-room,Japandi,Japandi Yoga Meditation Room,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-yoga-meditation-room-japandi.png
yoga-meditation-room,Modern,Modern Minimalist Yoga Meditation Room,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-yoga-meditation-room-modern-minimalist.png
yoga-meditation-room,Coastal,Coastal Yoga Meditation Room,high,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-yoga-meditation-room-coastal.png
yoga-meditation-room,Zen,Zen Minimalism Yoga Meditation Room,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-yoga-meditation-room-zen-minimalism.png
yoga-meditation-room,Natural,Natural Biophilic Yoga Meditation Room,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-yoga-meditation-room-natural-biophilic.png
yoga-meditation-room,Resort,Resort Style Yoga Meditation Room,medium,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-yoga-meditation-room-resort-style.png
yoga-meditation-room,Asian,Asian Fusion Yoga Meditation Room,low,pending,https://storage.googleapis.com/aistudio-hosting/templates/placeholder-yoga-meditation-room-asian-fusion.png